0.09893962290767576,Name
3.2570375234299512e-12,List
2.9729350688744254e-08,Image
0.14485597901416686,Animation
0.4407858028486902,Video
1.0,Table
2.9805437903604832e-15,Github
7.306309010721884e-19,Links
0.019501449575030316,Project
3.9199189844884755e-05,Inline
0.47993122360403073,Code
0.38212209009181963,repository_ID
0.09893962290767576,fullname
0.09893962290767576,URL
0.38212209009181963,created_date
1.0,language
2.0359091848440646e-29,description
7.84555519422982e-33,number_of_stars
1.7518059372306298e-32,num_of_forks
7.84555519422982e-33,num_of_watchers
1.5641535923682311e-29,open_issue_count
7.84555519422982e-33,repo_id
0.09893962290767576,repository
2.356527009929557e-28,community
0.010157649820781314,downloads
1.162985902963477e-10,releases
0.012481600987818819,assets
2.6812398841151192e-28,commits
1.1590210838025136e-24,open_issues
2.0511451356756016e-26,closed_issues
4.0867655728969915e-26,total_issues
1.4179698253847857e-25,open_prs
1.976809425755394e-30,closed_prs
5.4598539085220944e-31,total_prs
1.6448479692276407e-06,readme_issues
1.342896639797822e-25,readme_commits
2.1730980170774804e-32,Apop_rank
3.722859068050115e-33,Rank
6.719122665711591e-33,Cpop_rank
3.722859068050115e-33,Rank_real
6.719122665711591e-33,Cpop_rank_real
2.1730980170774804e-32,Apop_rank_real
3.722859068050115e-33,label
